canonical_question_id,duplicate_group_size,years,sources,source_urls,question_text
cq_000070_7fa58d4b80,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-22-05-2025-3_00PM-6_00PM.pdf,"Q.46
Passage 2: The Software Giant – Wipro Technology
On the basis of the following passage, answer the Q. No. 46 to Q. No. 50
It’s not quite there yet, but the goal is certainly within reach. One of India’s
largest IT solutions providers, Wipro Technologies, is taking on the likes of
IBM and Accenture in its effort to be included among the largest and most
successful technology services companies in the world. Restructuring
Wipro was considered the most important step in becoming a global giant,
driven by the goal towards improved customer orientation. During the past
few months, Wipro separated itself into several subsidiaries by product
line: telecommunications, engineering, financial ser"
cq_000071_46af12988d,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-13-05-2025-9_00AM-12_00PM.pdf,"Q.28
Which of the following are the limitations of internal sources of
recruitment? (A) The scope for induction of fresh talent is reduced. (B)
Employees are motivated to improve their performance. (C) The employees
may not take challenging tasks if they are sure of time-bound promotions.
(D) Internal recruitment may boost the competitive environment in the
organisation.
Choose the correct answer from the options given below:"
cq_000072_c240cae0dc,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-26-05-2025-3_00PM-6_00PM.pdf,"Q.24
It is difficult to understand the impact of social, economic, political or legal
factors on change in demand of a product in the market. Which feature of
the business environment is indicated here?"
cq_000073_f8f7359dba,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-22-05-2025-3_00PM-6_00PM.pdf,"Q.15
Informal organisation can be better understood with the help of the
following features:"
cq_000074_86e5e0917a,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-13-05-2025-9_00AM-12_00PM.pdf,"Q.38
__________ involves synchronisation of the different actions or efforts of
the various units of an organization by providing the requisite amount,
quality, timing and sequence of efforts which ensures that planned
objectives are achieved with a minimum of conflict."
cq_000075_281f59cd99,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-16-05-2025-9_00AM-12_00PM.pdf,"Q.4
Training is conducted away from the work floor"". Identify the type of
training"
cq_000076_beb806befb,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-27-05-2025-3_00PM-6_00PM.pdf,"Q.39
Analyse the statements given below and identify which of the following is
not the role of Consumer Organisations and NGOs?"
cq_000077_bb46d33d3a,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-27-05-2025-3_00PM-6_00PM.pdf,"Q.37
Which of the following are the basic features of Science?"
cq_000078_aa87461207,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-27-05-2025-3_00PM-6_00PM.pdf,"Q.32
Which dimension of the business environment includes legislation passed
by the government, court judgments etc.?"
cq_000079_c8570caeb1,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-26-05-2025-3_00PM-6_00PM.pdf,"Q.3
Which of the following is not a function of management?"
cq_000080_eac8477a60,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-26-05-2025-3_00PM-6_00PM.pdf,"Q.49
Read the following passage carefully and answer the given questions.
ABC Manufacturing Ltd., a mid-sized company, is planning to expand its
operations by setting up a new production facility. The financial planning
team estimates the project cost at $10 million. The company's finance
manager must decide how to fund this project and evaluate its profitability.
 
The finance team forecasts future cash flows, determining that $6 million
can be sourced internally through retained earnings. They prepare a
financial budget aligning expected inflows and outflows with the
company's goals.
 
The finance manager evaluates options for the remaining $4 million,
including issuing equity or taking a "
cq_000081_288560882f,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-22-05-2025-3_00PM-6_00PM.pdf,"Q.21
""The process whereby an executive develops an orderly pattern of group
efforts among his subordinates and secures unity of action in the pursuit
of a common purpose"". Identify the concept of management highlighted in
the aforesaid statement."
cq_000082_1284f5918d,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-16-05-2025-9_00AM-12_00PM.pdf,"Q.19
Which of the following is not a source of external recruitment?"
cq_000083_0fbbc0edd1,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-22-05-2025-3_00PM-6_00PM.pdf,"Q.27
""Following a pre-decided plan, when circumstances have changed, may
not turn out to be in the organisations interest."" Identify the limitation of
planning highlighted in the aforesaid statement.

--- Page 7 ---"
cq_000084_3ac15497c2,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-26-05-2025-3_00PM-6_00PM.pdf,"Q.4
Which organizational structure consists of separate business units?"
cq_000085_a416c3fee3,1,2025,Dubuddy CUET Business Studies solved papers linked file,https://dubuddy.in/files/pdfs/cuet-previous-year-papers/business-studies/2025/shift-16-05-2025-9_00AM-12_00PM.pdf,"Q.5
Match List-I with List-II
List-I
List-II"
cq_000086_e5aa261c64,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Identify the Principle of Management where Taylor pioneered the introduction of method of scientific inquiry into the domain of management practice.
cq_000088_20a0bb08bd,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,"The aim of which technique given by F.W. Taylor is to reduce a given line or a product to fixed types, sizes and characteristics?"
cq_000089_90592b8695,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Under which dimension of business environment is 'Online Booking of Air Tickets' included?
cq_000090_70eae176c2,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Which of the following is an example of economic environment?
cq_000091_df73ccf1b2,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Which of the following is an example of legal environment?
cq_000092_3d6ba8423b,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Which of the following does not characterise business environment?
cq_000093_eb44c7ed61,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Identify the correct sequence of steps under the Planning function
cq_000094_d98d7b9654,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Identify the correct sequence of the selection process:
cq_000095_10017bffdf,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,It is a joint programme of training in which educational institutions and business firms cooperate.' Identify the method of training.
cq_000096_f735f19c82,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,"Match List-I with List-II on the basis of meaning and name of the concept

| List-I | List-II |
| --- | --- |
| (A) Choosing the most appropriate candidate | (I) Selection |
| (B) Candidate is given an introduction to superiors | (II) Orientation |
| (C) Learning the skills related to a job | (III) Recruitment |
| (D) Searching for prospective employees | (IV) Training |"
cq_000097_0cc37af34f,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Which of the following is a process of incitement or inducing subordinates to act in a desired manner to achieve organisational goals?
cq_000098_2fc8f9ef78,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Find the correct sequence of needs as given by Maslow in his Need Hierarchy Theory:
cq_000099_e940a91aff,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,_____ is a process of influencing the behaviour of people by making them strive voluntarily towards achievement of organisational goals
cq_000100_24e41575ac,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Which of the following is not a limitation of Controlling?
cq_000101_e2de6250b4,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Identify the correct sequence of Controlling process:
cq_000102_135f9a40bc,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Only a 5% increase in labour cost may be more troublesome than a 15% increase in postal charges.' Identify the concept pointed out in the direction.
cq_000103_baa48c8ab2,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,Identify the function performed by Financial Market from the following statement: 'Holders of assets can readily sell their financial assets through the mechanism of the financial market.'
cq_000104_731a81087f,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,If any of the parties are not satisfied by the order of _____ they can appeal against such order to the State Commission on the grounds of facts or law within a period of forty-five days from the date of order.
cq_000105_37600d23c6,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,"Identify the importance of consumer protection discussed in the following lines - 'Business organisations make money by selling goods and providing services to consumers. Thus, consumers form an important group among the many stakeholders of business and like other stakeholders, their interest has to be well taken care of.'"
cq_000106_c8aa9a55fe,1,2024,AfterBoards CUET Business Studies PYQs linked file,https://www.afterboards.in/past-year-questions/cuet-business-studies/2024/slot-1,"Identify the Consumer Right - 'The consumer has the freedom to access variety of products at competitive prices. This implies that the marketer should offer a wide variety of products in terms of quality, brand, prices, size, etc.'"
