canonical_question_id,ai_suggested_chapter,ai_suggested_subtopic,ai_suggested_question_pattern,ai_suggested_difficulty,ai_suggested_ncert_heading,ai_suggested_micro_concept,micro_concept_confidence,micro_concept_note,llm_label,rule_label,embedding_label,bm25_label,final_confidence,review_reason,taxonomy_mismatch_reason,question_text
cq_000245_a1345ef310,Organising,organisation structure,chronology/process order,easy,Organisation Structure,organisation structure,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Organising :: organisation structure,Nature and Significance of Management :: coordination,Organising :: organisation structure,Organising :: organisation structure,0.67,confidence=0.67; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics,,"Arrange the following steps of organizing process in a logical manner.

(A) Dividing the work into manageable activities

(B) Allocating the work to the members of each department in accordance to their skills and competencies

(C) Creation of hierarchical structure and coordination among various departments

(D) Departments are created on the basis of several criteria such as: territory and products

Choose the correct answer from the options given below:"
cq_000247_dc181706b6,Business Finance,working capital,definition-based,easy,Working Capital,working capital,0.82,,Business Finance :: working capital,Nature and Significance of Management :: meaning and objectives,Business Finance :: working capital,Business Finance :: working capital,0.61,confidence=0.61; agreement=3/4,,"When ______ workers go on strike, they wear a black badge but work more than normal working hours to gain the sympathy of the management."
cq_000248_b80b0d1fe4,Principles of Management,Techniques of Scientific Management,definition-based,easy,Techniques Of Scientific Management,scientific management,0.82,,Principles of Management :: Techniques of Scientific Management,Principles of Management :: techniques of scientific management,Principles of Management :: techniques of scientific management,Principles of Management :: techniques of scientific management,0.36,confidence=0.36; agreement=1/4,,"In functional foremanship technique, who among the following works under the planning incharge:

(A) Instruction Card Clerk

(B) Inspector

(C) Disciplinarian

(D) Time and cost Clerk

Choose the correct answer from the options given below:"
cq_000251_7adf1c6788,Nature and Significance of Management,functions of management,definition-based,easy,Functions Of Management,functions of management,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Nature and Significance of Management :: functions of management,Nature and Significance of Management :: functions of management,Controlling :: relationship with planning,Controlling :: relationship with planning,0.57,confidence=0.57; agreement=2/4; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers,,_________ integrates employees efforts in the organisation in such a way that every individual effort contributes to the organisational performance.
cq_000253_aa43d9dc45,Business Finance,financing decision,definition-based,easy,Financing Decision,financial risk,0.82,,Business Finance :: Trading on Equity,Business Finance :: financing decision,Business Finance :: financing decision,Business Finance :: financing decision,0.61,confidence=0.61; agreement=3/4,,"ABC Ltd. has debt equity ratio of 3:1, whereas XYZ Ltd. has debt equity ratio of 1:1. Name the advantage ABC Ltd will have over XYZ Ltd., when the rate of interest is lower than the rate of return on investment of the company."
cq_000254_d322f70b7d,Nature and Significance of Management,functions of management,statement true/false,medium,Functions Of Management,functions of management,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Nature and Significance of Management :: functions of management,Nature and Significance of Management :: coordination,Nature and Significance of Management :: functions of management,Nature and Significance of Management :: functions of management,0.92,taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics; taxonomy mismatch: micro_concept not allowed for chapter: entrepreneur characteristics,,Identify the INCORRECT statement from the following.
cq_000255_41cec094d3,Marketing,competition and response strategies,statement true/false,easy,Competition And Response Strategies,competition and response strategies,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Marketing :: competition and response strategies,Marketing :: marketing meaning,Marketing :: promotion,Marketing :: promotion,0.35,confidence=0.35; agreement=1/4; taxonomy mismatch: subtopic not allowed for chapter: competition and response strategies; taxonomy mismatch: subtopic not allowed for chapter: competition and response strategies; taxonomy mismatch: subtopic not allowed for chapter: competition and response strategies; taxonomy mismatch: subtopic not allowed for chapter: competition and response strategies; taxonomy mismatch: subtopic not allowed for chapter: competition and response strategies; taxonomy mismatch: subtopic not allowed for chapter: competition and response strategies; taxonomy mismatch: subtopic not allowed for chapter: competition and response strategies; micro_concept not allowed for chapter: competition and response strategies; taxonomy mismatch: subtopic not allowed for chapter: competition and response strategies; micro_concept not allowed for chapter: competition and response strategies,subtopic not allowed for chapter: competition and response strategies; micro_concept not allowed for chapter: competition and response strategies,"If an Indian firm finds that a foreign multinational is entering the Indian market with new substitutes, it can prepare itself to meet the threat by adopting which of the following measures:

(A) Improving the quality of the products
(B) Reducing cost of production
(C) Engaging in aggressive advertising and making false claims
(D) Upgrading technology

Choose the correct answer from the options given below:"
cq_000263_3ef915808e,Nature and Significance of Management,meaning and objectives,definition-based,easy,Meaning And Objectives,meaning and objectives,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Nature and Significance of Management :: social objectives of management,Nature and Significance of Management :: meaning and objectives,Nature and Significance of Management :: meaning and objectives,Nature and Significance of Management :: meaning and objectives,0.76,taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,"Which of the following are related to the social objectives of management?

(A) Using environmentally friendly methods of production

(B) Providing financial loans to suppliers

(C) Providing basic amenities like schools and creches to employees

(D) Giving employment opportunities to economically weaker sections of society

Choose the correct answer from the options given below:"
cq_000265_65a452551e,Business Finance,working capital,chronology/process order,easy,Working Capital,working capital,0.82,,Business Finance :: working capital,Business Finance :: working capital,Business Finance :: investment decision,Business Finance :: investment decision,0.49,confidence=0.49; agreement=2/4,,"Arrange the following current assets, in order of liquidity.

(A) Cash in hand
(B) Bills receivable
(C) Marketable securities
(D) Finished goods inventory

Choose the correct answer from the options given below:"
cq_000267_f002658f4d,Consumer Protection,importance,feature-identification,easy,Importance,importance,0.45,Micro-concept uncertain; trust chapter/subtopic more.,Consumer Protection :: importance,Consumer Protection :: importance,Consumer Protection :: importance,Consumer Protection :: importance,0.99,taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation,,Which of the following is NOT related to the importance of consumer protection from a consumer's viewpoint?
