canonical_question_id,chapter,subtopic,ncert_heading,ncert_page,ncert_paragraph,ncert_concept,concept_type,question_pattern,micro_concept,final_confidence,needs_review
cq_000172_63920a7e82,Business Environment,meaning and features,Meaning And Features,,,business environment; specific forces; general forces; dynamic; uncertainty; complexity,feature,definition-based,environment,0.74,true
cq_000173_1db2cae0e8,Organising,delegation,Delegation,,,delegation; authority; responsibility; accountability; absoluteness of accountability,definition,definition-based,delegation,0.66,true
cq_000174_ee90103ac2,Staffing,recruitment,Recruitment,,,internal sources; external sources; transfer; promotion; advertisement; employment exchange; campus recruitment,definition,definition-based,recruitment,0.99,false
cq_000175_02de3c3bac,Staffing,staffing process,Staffing Process,,,estimating manpower requirements; recruitment; selection; placement; orientation; training; performance appraisal; promotion; compensation,process,chronology/process order,staffing,0.81,false
cq_000176_4370faed0b,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,case-study diagnosis,training,0.99,false
cq_000177_239d6bd10d,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,feature-identification,marketing mix,0.99,false
cq_000178_5c6a828e5a,Marketing,marketing mix,Marketing Mix,,,marketing mix; four ps; product; price; place; promotion,definition,definition-based,marketing mix,0.99,false
cq_000179_9f0ca97c39,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.99,false
cq_000180_fd5da6d3b2,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.65,true
cq_000181_48b5d0f9fc,Marketing Management,Brand Management,Brand Management,,,,definition,definition-based,product mix,0.32,true
cq_000182_884c882770,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,definition-based,types of plans,0.92,false
cq_000183_c4240ea4d9,Business Finance,financial planning,Financial Planning,,,financial planning; forecasting; fund requirement; availability of funds,definition,definition-based,financial,0.99,false
cq_000184_1962781c06,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,definition-based,working capital,0.99,false
cq_000185_9774bd4ccc,Business Finance,financial management,Financial Management,,,financial management; wealth maximisation; profit maximisation; financial decisions,definition,definition-based,financial,0.99,false
cq_000186_ec42951cbc,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,definition-based,types of plans,0.55,true
cq_000187_81d4086286,Business Finance,financing decision,Financing Decision,,,financing decision; capital structure; debt; equity; financial risk; cost of capital,definition,definition-based,financial risk,0.64,true
cq_000188_0e66f51d3c,Directing,communication,Communication,,,communication; encoding; decoding; feedback; formal communication; informal communication; barriers; semantic; psychological; organisational; personal,definition,definition-based,directing,0.46,true
cq_000189_f58843a75d,Marketing,promotion,Promotion,,,promotion; advertising; personal selling; sales promotion; public relations,definition,match-the-following,promotion mix,0.99,false
cq_000190_2ecf70f6b6,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,statement true/false,marketing,0.80,false
cq_000191_532a632fab,Marketing,product,Product,,,product; branding; brand name; brand mark; trademark; labelling; packaging,definition,definition-based,product mix,0.99,false
cq_000192_602f2c879d,Principles of Management,Fayol principles,Fayol Principles,,,fayol; division of work; authority; discipline; unity of command; unity of direction; scalar chain; esprit de corps,principle,principle-identification,unity of command,0.99,false
cq_000193_df106cf5ef,Nature and Significance of Management,importance of management,Importance Of Management,,,importance; efficiency; effectiveness; dynamic organisation; personal objectives,definition,definition-based,management,0.99,false
cq_000194_f9cdbf97f5,Marketing,marketing management philosophies,Marketing Management Philosophies,,,production concept; product concept; selling concept; marketing concept; societal marketing,definition,definition-based,marketing,0.35,true
cq_000195_2705edd42a,Nature and Significance of Management,levels of management,Levels Of Management,,,top level; middle level; supervisory; operational management; levels of management,definition,definition-based,level,0.99,false
cq_000196_907d98f311,Planning,planning process,Planning Process,,,setting objectives; developing premises; identifying alternatives; evaluating alternatives; selecting an alternative; implementing plan; follow up,process,chronology/process order,types of plans,0.93,false
cq_000197_069ee8f5fa,Consumer Protection,legal redressal,Legal Redressal,,,consumer protection act; district commission; state commission; national commission; redressal,definition,chronology/process order,consumer redressal,0.99,false
cq_000198_76ef980c07,Business Finance,investment decision,Investment Decision,,,investment decision; capital budgeting; fixed assets; risk; cash flows,definition,match-the-following,types of plans,0.99,false
cq_000199_6a34dde4eb,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,management,0.52,true
cq_000200_f01bcee06b,Organising,meaning and process,Meaning And Process,,,organising; identification of activities; departmentalisation; assignment of duties; reporting relationships,process,chronology/process order,division of work,0.99,false
cq_000201_b18fe57146,Principles of Management,techniques of scientific management,Techniques Of Scientific Management,,,functional foremanship; standardisation; simplification; method study; motion study; time study; fatigue study; differential piece wage,definition,chronology/process order,scientific management,0.99,false
cq_000202_2fa6ba5124,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,management,0.99,false
